Frame Roll Pitch Yaw
232 -9.57241 -7.33808 30.6367
233 -9.20403 -6.89199 30.6138
234 -8.41689 -6.4219 30.6565
235 -9.37609 -7.03749 30.2843
236 -9.23795 -6.97238 29.9837
237 -9.19905 -6.93141 30.8719
238 -9.45061 -6.61193 30.8945
239 -8.72668 -7.12395 30.3039
240 -8.3742 -6.28247 30.0933
241 -8.17771 -7.03628 30.9131
242 -8.5063 -6.51651 30.8781
243 -8.78414 -7.79968 30.5244
244 -8.498 -6.82908 29.0698
245 -8.56205 -7.9092 29.3842
246 -8.46298 -8.47952 29.052
247 -8.14981 -8.48154 27.0471
248 -7.40281 -8.54167 26.6597
249 -6.84009 -8.66962 25.5987
250 -7.17442 -8.62178 25.0835
251 -5.55827 -8.55602 25.8463
252 -5.84184 -8.68175 24.9593
253 -6.10228 -8.49752 27.2376
254 -5.4433 -8.30191 25.7296
255 -6.27595 -8.25977 27.4544
256 -5.0441 -7.36735 28.3538
257 -5.36082 -7.53456 28.6015
258 -6.00642 -7.13905 28.7031
259 -5.91769 -7.29532 28.9604
260 -4.99962 -6.61029 29.001
261 -5.54788 -6.89535 28.9602
262 -5.5175 -7.29104 28.927
263 -6.05568 -6.89988 28.6729
264 -4.87796 -7.76762 28.5414
265 -4.32002 -7.72545 28.2163
266 -4.24077 -7.71352 28.5156
267 -4.06731 -7.83433 28.8232
268 -5.11188 -5.72263 28.9692
269 -6.65682 -5.2391 27.9172
270 -6.71741 -5.56669 28.2187
271 -6.99145 -4.44867 30.1221
272 -7.05319 -4.35301 30.1589
273 -7.41023 -3.90529 30.0499
274 -7.58688 -4.19608 29.3476
275 -7.46377 -4.75058 28.2756
276 -7.59134 -4.5933 28.7228
277 -7.40467 -3.64332 26.1755
278 -7.62714 -3.09522 24.9482
279 -7.04822 -2.81678 26.7248
280 -7.84732 -2.56666 29.1652
281 -7.49367 -2.53926 30.2863
282 -7.44297 -2.41329 30.0828
283 -7.23949 -2.34662 28.0882
284 -6.96325 -2.16065 30.8724
285 -7.08578 -1.43985 31.6973
286 -6.30797 -1.10337 32.7641
287 -5.00204 1.19677 37.4555
288 -6.26045 1.30484 39.1622
289 -6.26494 1.84091 41.2904
290 -4.98227 2.56361 41.1918
291 -4.18518 3.41615 42.7668
292 -4.46522 3.05769 43.568
293 -4.87068 3.04296 43.2013
294 -5.43513 3.24188 44.0892
295 -6.29261 2.98572 44.8337
296 -6.16236 3.14577 45.1516
297 -6.59682 3.42213 45.9134
298 -6.29257 3.05309 47.5187
299 -6.67835 4.27214 49.088
300 -6.5119 4.90284 50.3809
301 -6.49558 3.59355 48.1939
302 -5.9276 3.74971 48.7507
303 -1.93095 3.09802 42.0829
304 -0.425071 4.52993 42.4137
305 -1.5201 4.28584 44.0841
306 -1.09755 3.07582 45.0599
307 -1.2648 -0.335133 46.6544
308 -1.17441 -1.6383 45.4282
309 -0.626641 -4.05411 44.8565
310 -0.779878 -3.46358 45.8694
311 -0.379986 -5.28572 48.0097
312 -1.30545 -7.01688 49.8617
313 -1.19607 -3.63152 49.4938
314 -0.863106 -3.44582 47.007
315 -0.118835 -2.72017 46.6495
316 0.368952 -2.31259 46.3287
317 0.145329 -2.48617 45.6899
318 -0.379436 -3.22115 45.3215
319 -1.82682 -3.47528 45.5812
320 -0.27354 -2.65944 48.7823
321 1.20706 -3.0999 47.0541
322 1.05449 -2.38834 45.8481
323 1.04001 -2.52719 46.0544
324 1.41979 -1.57191 46.7728
325 1.59049 -1.13962 44.6643
326 1.42582 -1.14159 44.1924
327 1.46668 -1.49768 44.8967
328 1.38714 -1.652 44.3176
329 0.966889 -1.62728 45.021
330 1.18065 -1.9605 43.4807
331 1.76403 -1.49051 43.0485
332 1.83152 -0.790189 43.1091
333 1.96437 -0.699084 43.0427
334 2.13154 -0.427761 42.5721
335 3.09717 -0.908517 42.712
336 2.18377 -0.46593 44.1076
337 1.79305 -0.632763 44.8025
338 1.87645 -0.812223 45.3304
339 1.33457 -0.733236 46.1177
340 1.20644 -0.374082 46.3966
341 1.1422 0.1828 45.9995
342 1.30265 -0.372763 46.4008
343 1.54666 -0.690582 44.1176
344 1.15184 -1.24509 42.3448
345 1.68503 0.445717 41.9379
346 1.8344 -0.135823 41.2512
347 1.3254 -0.710071 40.5768
348 1.2962 -1.11423 40.6458
349 0.822503 -1.38044 39.6305
350 -0.561473 -1.04962 39.6743
351 -1.09709 -1.63614 39.6264
352 -1.30864 -2.03673 39.7119
353 -1.36932 -1.57262 39.2953
354 -0.925716 -2.05064 39.8033
355 -0.349985 -0.861436 40.5612
356 0.208306 -0.591658 40.2981
357 0.0746525 -0.461381 40.8418
358 0.612948 -0.424125 42.3667
359 0.133702 -0.738034 43.38
360 0.402441 -0.0474452 43.5066
361 0.0830973 -0.0815967 43.008
362 0.623559 -1.42785 42.6168
363 0.92581 -1.03469 43.135
364 0.478302 -0.177138 43.7324
365 0.966749 -0.238597 42.8179
366 0.612543 -0.66994 43.67
367 0.715137 -0.828396 43.4639
368 0.778432 -1.15327 43.7553
369 -1.12183 -0.999314 45.4141
370 -2.80541 -1.62618 48.7095
371 -0.815812 -3.44933 54.0948
372 0.409234 -0.887516 52.1032
373 0.855471 -9.22514 8.0522
374 0.855471 -9.22514 8.0522
375 0.855471 -9.22514 8.0522
376 0.855471 -9.22514 8.0522
377 0.855471 -9.22514 8.0522
378 0.855471 -9.22514 8.0522
379 0.855471 -9.22514 8.0522
380 0.855471 -9.22514 8.0522
381 0.855471 -9.22514 8.0522
382 0.855471 -9.22514 8.0522
383 0.855471 -9.22514 8.0522
384 0.855471 -9.22514 8.0522
385 0.855471 -9.22514 8.0522
386 0.855471 -9.22514 8.0522
387 0.855471 -9.22514 8.0522
388 0.855471 -9.22514 8.0522
389 -0.0863239 -11.4371 55.866
390 -0.528728 -12.0666 54.712
391 0.634616 -14.4317 52.8522
392 -0.516684 -14.503 53.0753
393 -1.34827 -14.609 50.722
394 0.942524 -14.9903 48.4105
395 3.14643 -15.9169 47.309
396 -0.343506 -15.5272 46.9103
397 -2.27798 -15.0747 47.4943
398 -0.910847 -15.4628 47.8946
399 -0.215451 -16.1448 48.4492
400 -7.98992 4.21203 44.0954
401 -7.87429 1.9019 46.7388
402 -6.79469 1.52948 46.2789
403 -7.29274 2.10787 46.3782
404 -7.63344 0.781889 45.9337
405 -8.13502 1.897 46.933
406 -8.45242 2.82431 46.5002
407 -8.02912 3.40731 46.5158
408 -8.23576 2.08561 46.6171
409 -8.17272 1.33707 47.3106
410 -7.81297 0.629781 47.2756
411 -7.87724 1.46374 46.273
412 -6.54093 2.63052 45.7316
413 -5.8764 2.73328 44.9136
414 -4.1813 3.77163 44.9847
415 -4.31003 3.46136 44.3924
416 -4.55427 5.03119 44.6313
417 -4.48497 5.75158 44.8014
418 -4.33387 4.81015 44.6333
419 -4.11038 5.26311 44.2419
420 -4.0714 4.70532 44.3062
421 -5.16862 5.22221 45.2981
422 -5.8446 5.29001 45.9008
423 -6.38126 4.1401 50.2571
424 -7.5238 2.10132 51.8009
425 -6.85622 2.47596 52.3634
426 -5.92068 4.1343 51.9004
427 -3.74161 3.46107 54.3258
428 -3.04706 3.81562 55.5943
429 -3.39678 5.5005 56.4311
430 -2.12488 6.65447 56.4551
431 -3.28217 6.62346 56.9131
432 -2.79479 7.37796 59.4804
433 -2.21147 6.21298 57.8462
434 -3.37651 6.05851 57.986
435 -3.75843 5.13416 60.0662
436 -3.24521 5.57024 62.2711
437 -2.42129 5.56621 62.4979
438 -3.01029 5.95451 62.9906
439 -2.69096 6.2984 64.9012
440 -1.97058 4.94829 65.637
441 -0.743935 3.79223 65.6592
442 -0.410578 3.4363 58.4633
443 -3.028 0.324033 55.7637
444 -2.69581 -0.873793 56.9421
445 0.855471 -9.22514 8.0522
446 0.855471 -9.22514 8.0522
447 0.855471 -9.22514 8.0522
448 0.855471 -9.22514 8.0522
449 -1.47969 0.288707 -20.7216
450 0.855471 -9.22514 8.0522
451 0.855471 -9.22514 8.0522
452 0.855471 -9.22514 8.0522
453 0.855471 -9.22514 8.0522
454 0.855471 -9.22514 8.0522
455 0.855471 -9.22514 8.0522
456 0.855471 -9.22514 8.0522
457 0.855471 -9.22514 8.0522
458 0.855471 -9.22514 8.0522
459 0.855471 -9.22514 8.0522
460 0.855471 -9.22514 8.0522
461 0.855471 -9.22514 8.0522
462 0.855471 -9.22514 8.0522
463 0.855471 -9.22514 8.0522
464 0.855471 -9.22514 8.0522
465 0.855471 -9.22514 8.0522
466 -5.39548 6.21093 41.6728
467 -7.35822 3.26362 42.2349
468 -6.56269 0.919287 41.3051
469 -4.88803 0.441847 41.1602
470 -4.27351 1.66926 39.9847
471 -5.30883 0.978666 40.1152
472 -5.93333 1.23332 40.4675
473 -4.92252 1.37554 38.9326
474 -5.50648 1.11331 38.9313
475 -5.24105 1.13367 36.9811
476 -4.81233 0.725171 35.3843
477 -4.769 0.302229 35.5251
478 -4.72065 0.0811045 33.344
479 -4.21977 -0.642012 32.8971
480 -4.01675 -0.93588 34.1445
481 -4.00102 -0.26275 33.204
482 -4.32755 -0.362022 32.5094
483 -5.86771 0.262475 33.3092
484 -6.91403 1.38336 32.903
485 -6.74145 1.40125 32.6139
486 -7.33331 0.628731 33.0948
487 -8.05848 0.276921 34.2636
488 -8.29441 1.56842 35.9972
489 -8.52621 1.47836 35.8382
490 -9.3876 0.287718 35.5694
491 -9.91254 1.33914 37.4189
492 -10.0403 1.33304 36.4457
493 -10.5364 1.57189 37.1607
494 -10.0612 0.99234 37.6507
495 -10.2053 0.510914 37.9582
496 -9.94843 1.28712 37.402
497 -9.70892 3.48986 37.548
498 -8.89401 1.57986 37.6243
499 -7.48789 0.747953 37.2179
500 -7.35375 0.44189 34.2577
501 -7.70661 -0.0841234 33.7884
502 -7.29774 0.688209 32.7118
503 -8.01888 0.781814 31.2113
504 -7.58425 0.561351 30.4284
505 -9.49184 -0.457598 29.4534
506 -9.23703 -0.964676 28.8668
507 -8.64762 -1.09663 27.919
508 -8.23119 -1.96226 26.5045
509 -7.32342 -1.8602 26.1474
510 -7.49672 -2.23891 25.712
511 -7.54768 -1.46343 25.8522
512 -7.21903 -1.83297 25.8281
513 -7.02417 -2.09596 26.0743
514 -5.81336 -2.8921 26.3499
515 -4.56204 -3.11573 25.975
516 -4.50887 -3.47081 25.3916
517 -4.24446 -2.77398 25.0547
518 -3.61636 -2.1704 24.9983
519 -3.64065 -2.06962 24.2815
520 -3.66892 -2.88438 24.6853
521 -3.78085 -3.79301 24.4276
522 -4.09329 -3.85212 24.8886
523 -4.05073 -3.83583 24.6995
524 -4.61882 -3.42772 24.714
525 -4.26762 -3.66559 24.6325
526 -4.13217 -4.52846 24.6176
527 -3.8515 -5.3417 24.5521
528 -3.61555 -4.88601 24.5219
529 -3.32023 -4.11445 24.6081
530 -3.79704 -5.2301 24.4878
531 -3.08469 -5.94251 24.15
532 -3.08544 -5.92461 23.8608
533 -3.18704 -6.08394 23.7072
534 -3.42939 -5.68876 24.006
535 -3.82982 -5.40781 23.7919
536 -3.98369 -5.07362 24.3256
537 -4.13393 -5.20504 23.9579
538 -3.74879 -3.94714 23.1238
539 -3.83552 -4.40428 23.1483
540 -3.88947 -4.22528 23.0199
541 -3.78217 -4.01086 23.9765
542 -4.00721 -4.25948 23.4761
543 -4.34196 -3.778 23.2677
544 -4.37584 -3.58317 23.9185
545 -4.9674 -3.68077 24.1739
546 -5.32946 -3.2852 24.5127
547 -6.18718 -1.97512 24.1931
548 -5.38705 -2.44864 24.5844
549 -5.44578 -1.72372 24.4864
550 -6.56043 -3.03425 24.1252
551 -6.51004 -3.75186 24.6888
552 -6.80637 -3.44339 25.0596
553 -7.89521 -3.08046 26.2036
554 -8.96234 -1.52561 26.1071
555 -6.98593 -1.61828 28.7978
556 -6.59469 -0.569448 29.5262
557 -8.34041 -0.699117 31.8954
558 -8.14564 -0.466109 32.3497
559 -7.89777 -0.497331 34.2221
560 -8.48854 0.889337 36.4445
561 -9.4748 1.04732 38.3213
562 -9.35916 1.87231 39.747
563 -10.4524 3.40011 38.6448
564 -10.145 2.39172 38.8833
565 -9.59838 4.57098 41.9536
566 -8.504 4.36295 44.4864
567 -8.95951 2.13149 45.9593
568 -8.84856 2.0653 49.0819
569 -9.07258 1.52158 51.768
570 -7.81062 1.78466 54.126
571 -5.15006 0.182839 56.1309
572 -5.2592 3.83749 60.2561
573 -4.72091 4.30019 60.2158
574 -4.23402 1.62269 59.0926
575 -3.73925 -0.442655 58.0768
576 -3.00644 -0.729954 61.4912
577 0.855471 -9.22514 8.0522
578 0.855471 -9.22514 8.0522
579 0.855471 -9.22514 8.0522
580 0.855471 -9.22514 8.0522
581 0.855471 -9.22514 8.0522
582 0.855471 -9.22514 8.0522
583 0.855471 -9.22514 8.0522
584 0.855471 -9.22514 8.0522
585 0.855471 -9.22514 8.0522
586 0.855471 -9.22514 8.0522
587 0.855471 -9.22514 8.0522
588 0.855471 -9.22514 8.0522
589 0.855471 -9.22514 8.0522
590 0.855471 -9.22514 8.0522
591 0.855471 -9.22514 8.0522
592 0.855471 -9.22514 8.0522
593 0.855471 -9.22514 8.0522
594 0.855471 -9.22514 8.0522
595 0.855471 -9.22514 8.0522
596 0.855471 -9.22514 8.0522
597 0.855471 -9.22514 8.0522
598 0.855471 -9.22514 8.0522
599 0.855471 -9.22514 8.0522
600 0.855471 -9.22514 8.0522
601 0.855471 -9.22514 8.0522
602 0.855471 -9.22514 8.0522
603 0.855471 -9.22514 8.0522
604 0.855471 -9.22514 8.0522
605 0.855471 -9.22514 8.0522
606 0.855471 -9.22514 8.0522
607 0.855471 -9.22514 8.0522
608 0.855471 -9.22514 8.0522
609 0.855471 -9.22514 8.0522
610 0.855471 -9.22514 8.0522
611 0.855471 -9.22514 8.0522
612 0.855471 -9.22514 8.0522
613 0.855471 -9.22514 8.0522
614 0.855471 -9.22514 8.0522
615 0.855471 -9.22514 8.0522
616 0.855471 -9.22514 8.0522
617 0.855471 -9.22514 8.0522
618 0.855471 -9.22514 8.0522
619 0.855471 -9.22514 8.0522
620 0.855471 -9.22514 8.0522
621 0.855471 -9.22514 8.0522
622 0.855471 -9.22514 8.0522
623 0.855471 -9.22514 8.0522
624 0.855471 -9.22514 8.0522
625 -11.3327 -3.44349 45.1525
626 -11.3028 -7.34567 44.6254
627 -10.4934 -6.98707 42.8296
628 -8.68918 -6.09908 41.751
629 -9.52556 -4.65843 42.1589
630 -8.48703 -5.20539 41.7289
631 -8.0365 -4.18522 41.0502
632 -7.65789 -4.52867 40.2048
633 -8.01169 -4.41241 39.3107
634 -8.49622 -4.4812 38.3253
635 -8.18474 -4.13694 37.4811
636 -8.27053 -4.52739 37.8239
637 -8.5012 -3.37486 39.0095
638 -8.15186 -3.96028 38.5422
639 -8.11133 -3.11522 38.214
640 -7.82991 -2.48689 38.3112
641 -8.22281 -2.865 38.424
642 -8.13049 -3.88519 38.6206
643 -7.44627 -3.84963 38.3366
644 -7.46955 -3.23297 38.3721
645 -6.49168 -4.06217 39.3563
646 -6.90015 -3.34333 39.0712
647 -6.88276 -3.33774 39.0109
648 -6.48747 -2.71636 40.6303
649 -6.61161 -2.77583 41.7447
650 -6.38222 -2.80149 42.7067
651 -6.31716 -2.75532 41.951
652 -5.85936 -1.89351 41.4877
653 -6.01209 -1.96724 41.7856
654 -7.11659 -4.12214 42.101
655 -6.24181 -3.53673 41.6794
656 -6.16647 -3.97661 41.1834
657 -7.04777 -4.99326 40.8933
658 -6.83374 -6.8987 41.0047
659 -7.13132 -8.1047 40.2299
660 -8.32424 -7.55885 40.2613
661 -8.58838 -5.85544 40.9804
662 -8.89606 -6.1621 41.2844
663 -8.62601 -5.56254 41.1333
664 -8.26933 -4.7468 40.46
665 -7.73096 -3.24356 41.328
666 -8.4983 -3.24137 43.8547
667 -7.68886 -3.61574 41.9902
668 -7.88413 -3.51198 42.5348
669 -7.52207 -3.91422 42.3815
670 -7.85772 -4.03384 42.4641
671 -7.69789 -4.25369 41.7177
672 -7.94649 -4.38489 41.557
673 -8.11629 -4.60706 41.5705
674 -8.25686 -6.28007 41.6386
675 -8.74619 -7.76497 41.329
676 -9.15284 -8.08064 41.3616
677 -9.26221 -8.87851 41.4017
678 -8.98689 -7.361 41.5788
679 -9.11675 -6.8676 41.6892
680 -9.33156 -5.29928 41.1218
681 -9.26122 -5.49752 41.7621
682 -8.11491 -4.67035 41.1974
683 -8.68528 -3.63824 41.1914
684 -8.83475 -3.92485 41.1175
685 -8.72404 -3.89965 41.7454
686 -8.81576 -3.76443 41.5302
687 -8.54719 -4.12945 42.0839
688 -8.49929 -4.0846 41.5719
689 -8.38476 -4.05128 42.2772
690 -8.75202 -3.87347 42.5866
691 -8.95681 -3.89272 40.6627
692 -8.60436 -3.88609 41.6052
693 -8.67624 -4.17441 41.4044
694 -8.92807 -4.08668 42.1998
695 -8.51606 -4.15108 42.5224
696 -8.54573 -3.98783 42.6858
697 -7.85551 -4.20842 41.1351
698 -7.71441 -4.25464 40.5765
699 -8.00641 -4.21525 39.496
700 -7.4336 -4.59444 38.7484
701 -7.00269 -5.03054 37.8803
702 -6.72265 -5.75658 37.0281
703 -6.03353 -4.70595 36.2089
704 -5.9571 -4.95485 35.5046
705 -6.24962 -4.59343 34.3256
706 -6.9112 -4.7294 34.0481
707 -6.64769 -4.07311 35.1127
708 -6.50197 -3.84159 37.0357
709 -8.62264 -4.19717 37.9086
710 -8.51852 -4.01503 38.5924
711 -8.61402 -4.08639 38.8574
712 -8.49909 -3.96961 39.9521
713 -8.62574 -4.05529 40.8086
714 -8.84902 -4.0475 39.4634
715 -8.64591 -4.24689 40.1102
716 -8.50156 -4.04169 40.8252
717 -8.3022 -4.82192 41.3856
718 -8.34389 -4.95577 41.7214
719 -8.34304 -4.89697 41.0924
720 -8.64686 -5.59033 40.996
721 -8.42845 -5.50025 41.2377
722 -9.01322 -5.24963 41.8411
723 -8.42156 -4.75669 42.0008
724 -8.22893 -4.60242 41.7687
725 -8.52693 -4.20492 41.6685
726 -10.1146 -4.10228 41.4066
727 -10.0616 -4.68505 41.8861
728 -10.4679 -3.85504 43.6708
729 -9.80701 -2.64107 46.9974
730 -10.3512 -1.53833 52.3666
731 -10.666 -1.99817 56.2271
732 -8.89358 -1.52799 57.8171
733 -9.53308 -1.76175 59.695
734 -9.35479 -2.53231 66.3209
735 -7.54561 -1.55934 68.7288
736 -3.53735 1.28642 68.9234
737 0.855471 -9.22514 8.0522
738 0.855471 -9.22514 8.0522
739 0.855471 -9.22514 8.0522
740 0.855471 -9.22514 8.0522
741 0.855471 -9.22514 8.0522
742 0.855471 -9.22514 8.0522
743 0.855471 -9.22514 8.0522
744 0.855471 -9.22514 8.0522
745 0.855471 -9.22514 8.0522
746 0.855471 -9.22514 8.0522
747 0.855471 -9.22514 8.0522
748 0.855471 -9.22514 8.0522
749 0.855471 -9.22514 8.0522
750 0.822279 -8.49332 60.7644
751 -0.181745 -6.04641 51.138
752 -3.69604 0.382928 57.8505
753 -4.54442 1.46173 55.6142
754 -5.99889 -1.47237 54.6339
755 -6.62359 -0.412537 54.0789
756 -6.23309 0.0597716 52.6159
