Frame Roll Pitch Yaw
757 -6.72771 0.626536 47.9723
758 -8.32138 0.174276 46.28
759 -8.51172 -0.240652 46.2488
760 -8.84794 0.174888 46.3308
761 -8.98314 -0.294603 45.9032
762 -8.26923 1.69445 44.8505
763 -8.59046 -0.0276998 43.4005
764 -8.09402 0.216626 44.6286
765 -7.86719 -3.19109 42.2687
766 -6.88747 -2.70889 41.8136
767 -7.07581 -2.71701 41.9878
768 -7.69922 -2.03162 40.9887
769 -8.12469 -1.68539 42.6575
770 -8.34112 -2.45512 42.5643
771 -8.43133 -1.77835 42.5283
772 -8.11363 -1.99277 42.0708
773 -8.14166 -2.60119 41.2243
774 -7.93729 -2.13378 39.7236
775 -7.96189 -2.52572 39.7338
776 -7.1625 -2.40678 39.0581
777 -6.794 -1.89207 38.5316
778 -6.3648 -1.94324 38.4864
779 -6.50058 -1.8955 38.8342
780 -7.04206 -1.5907 39.1201
781 -6.96872 -2.2719 39.6478
782 -7.13367 -1.85651 39.7917
783 -7.30711 -1.52521 40.358
784 -7.56852 -1.95822 41.2251
785 -6.32232 -2.14852 40.6955
786 -6.11431 -2.47025 40.7014
787 -6.19055 -3.46074 41.0891
788 -5.83513 -4.90495 41.0391
789 -5.76245 -4.9268 40.8123
790 -5.99729 -4.80392 40.3371
791 -6.37974 -4.39055 40.2652
792 -6.58342 -3.58567 39.3993
793 -7.54388 -1.76545 40.3604
794 -7.36876 -1.44969 40.5082
795 -7.03898 -2.31947 40.391
796 -5.99778 -1.84088 39.4019
797 -5.10985 -1.17949 39.3167
798 -4.23264 -0.249305 39.4828
799 -4.90854 -0.977087 38.5351
800 -4.64239 -1.43245 38.8108
801 -4.354 -0.845148 37.5329
802 -3.8029 0.185521 38.243
803 -5.26194 1.48756 38.5887
804 -4.736 1.22775 37.8661
805 -4.2483 1.3423 37.6223
806 -4.86594 0.563997 37.2894
807 -3.91202 -0.137072 35.9591
808 -3.82908 -0.0484678 35.3081
809 -4.00464 -0.73205 35.2118
810 -3.40997 -1.32596 34.6255
811 -3.02326 -3.46922 31.2641
812 -1.0974 -3.5623 30.884
813 -1.09244 -3.36917 30.456
814 -0.986289 -3.86737 29.2224
815 -1.27631 -4.01744 28.4898
816 -1.59863 -4.20447 28.027
817 -2.25842 -3.60244 26.8845
818 -2.66419 -3.69649 25.6661
819 -2.48272 -3.64193 24.8285
820 -1.51215 -4.7503 23.6087
821 -1.07961 -4.90043 23.3745
822 -1.86838 -5.29334 23.2858
823 -2.79717 -5.65191 23.3002
824 -3.37279 -5.17368 23.2474
825 -2.71408 -5.99911 22.5872
826 -2.63415 -6.10568 22.1292
827 -1.98825 -5.36704 21.3752
828 -2.71552 -5.93415 21.2642
829 -1.89626 -5.70694 22.6924
830 -2.59589 -5.53974 22.7292
831 -2.8894 -4.13726 23.1907
832 -2.6464 -3.93378 23.1946
833 -2.61886 -3.57389 23.2651
834 -1.67348 -3.59863 23.3141
835 -0.285628 -3.72785 23.3106
836 -1.13814 -3.60296 23.9148
837 -1.56757 -3.58118 24.1738
838 -2.47812 -3.96615 25.74
839 -2.04839 -3.86967 27.4479
840 -2.17552 -3.87 27.8989
841 -1.84015 -4.22066 28.7255
842 -1.69441 -3.90987 29.047
843 -2.42209 -4.11346 28.3613
844 -1.73828 -4.26866 28.1222
845 -3.21937 -4.21532 28.4359
846 -2.27606 -4.43129 28.5252
847 -2.09281 -5.43461 28.6859
848 -1.2654 -4.93778 29.5793
849 -0.668935 -5.56089 28.6793
850 -1.40546 -7.56062 25.8003
851 -1.82017 -9.0052 23.2753
852 -1.63717 -10.3818 25.0483
853 -1.70309 -11.4269 23.2632
854 -1.5664 -11.9215 22.538
855 -1.61341 -11.9911 20.2732
856 -1.46392 -11.5656 20.46
857 -2.04216 -11.5803 20.1066
858 -1.75403 -11.8329 18.9698
859 -1.92149 -12.3092 18.9366
860 -1.89672 -13.4768 18.5529
861 -1.88001 -13.3631 18.6376
862 -1.53291 -13.1006 17.9909
863 -2.12613 -11.2215 17.4197
864 -3.20646 -10.6773 18.334
865 -3.28442 -8.52732 17.7471
866 -2.90895 -7.21039 17.7374
867 -4.36487 -8.49127 18.7371
868 -4.29309 -8.29796 18.9196
869 -4.47455 -8.72052 18.9117
870 -4.158 -8.02161 19.2276
871 -4.17411 -7.40638 19.7214
872 -3.89518 -6.80043 19.9079
873 -4.52305 -6.78798 20.3498
874 -4.94837 -7.11182 20.3944
875 -4.92352 -7.14021 20.375
876 -5.40728 -6.61349 20.7108
877 -5.91564 -7.89684 21.1566
878 -5.71861 -8.23948 18.6864
879 -4.89761 -7.02778 20.1194
880 -5.13315 -6.63556 21.2098
881 -5.08188 -6.27794 21.2199
882 -4.68694 -7.17665 21.8446
883 -4.60715 -7.28137 21.9133
884 -4.76303 -8.9684 21.7472
885 -4.04287 -8.74434 21.7151
886 -3.81609 -7.47565 24.0095
887 -3.90228 -6.79527 25.1249
888 -3.90002 -5.68137 25.1815
889 -3.5458 -4.92281 25.9234
890 -3.37711 -5.16082 26.4195
891 -3.79952 -5.86294 26.2449
892 -3.4237 -5.14834 26.6425
893 -3.64479 -4.50175 26.7162
894 -3.09447 -3.67962 26.8375
895 -3.16801 -2.93628 27.1385
896 -2.89895 -2.54957 27.4467
897 -2.90785 -3.11895 27.3967
898 -2.1084 -2.81434 27.4271
899 -1.36884 -2.30105 27.5317
900 -0.999992 -2.03708 27.6591
901 -1.37771 -1.46599 27.7841
902 -2.19703 -1.37776 28.8851
903 -2.28501 -0.77916 29.8088
904 -1.86923 -0.745649 29.9833
905 -1.61855 -0.314005 28.4408
906 -3.34237 0.0399086 27.9336
907 -3.55779 -0.0362524 28.9902
908 -4.17288 0.703368 29.7836
909 -3.7549 0.483917 31.2911
910 -3.96879 1.20645 33.4216
911 -4.01911 2.70717 34.4555
912 -4.89233 2.56681 36.295
913 -4.44434 3.67548 36.0107
914 -3.0999 4.8815 34.7411
915 -3.06228 4.03963 34.6278
916 -2.91301 4.09152 34.198
917 -2.87809 4.36809 34.2492
918 -2.71828 3.78678 34.2689
919 -2.7583 3.2926 34.34
920 -2.90053 2.69551 34.5775
921 -2.89289 1.54123 34.5171
922 -2.63921 1.97481 34.3153
923 -2.90594 2.10869 34.3371
924 -3.21938 2.17932 34.5217
925 -3.15236 2.32894 34.7689
926 -3.40282 2.28495 35.2613
927 -3.4904 2.39538 36.0637
928 -3.28259 2.63716 35.7993
929 -3.19059 2.27894 35.2868
930 -3.13689 2.8082 34.9057
931 -3.12796 3.60934 35.0151
932 -3.46357 3.47394 35.2994
933 -3.5328 3.5519 35.5683
934 -3.5202 2.95681 36.0341
935 -3.52077 3.25719 36.1903
936 -3.75849 3.53334 36.3726
937 -3.96855 2.84349 36.5586
938 -3.93133 1.82627 36.8283
939 -3.39942 1.36871 36.7181
940 -3.24438 1.01879 36.2382
941 -2.79411 0.817316 36.8348
942 -2.64812 0.944976 36.8794
943 -1.43364 1.11718 36.6309
944 -1.59169 0.913435 36.6586
945 -1.8078 0.624502 36.9125
946 -2.16879 0.909722 36.9171
947 -1.81761 1.28042 36.2889
948 -1.54794 1.35892 36.2899
949 -1.08194 1.84995 35.9064
950 -1.39411 1.96205 35.7855
951 -1.23849 1.79674 35.2006
952 -1.3468 2.94563 35.574
953 -1.1101 3.21319 34.7817
954 -1.47883 2.48016 34.7743
955 -0.287735 2.3292 34.6589
956 -1.69234 2.40402 34.7824
957 -0.178893 2.11804 34.7446
958 -0.682106 1.71574 34.6958
959 -0.387309 2.68525 35.4912
960 -0.564167 2.21523 36.919
961 -0.271973 1.77207 37.4708
962 -1.28855 1.00833 37.7352
963 -1.39763 0.282465 36.8005
964 -0.933101 1.4663 38.3886
965 -1.89205 1.36655 36.8332
966 -1.84475 -0.97797 36.9138
967 -1.07759 1.1748 36.9577
968 -0.359947 0.876852 38.4128
969 -0.728846 1.56789 39.5171
970 0.855471 -9.22514 8.0522
971 0.855471 -9.22514 8.0522
972 0.855471 -9.22514 8.0522
973 0.855471 -9.22514 8.0522
974 0.855471 -9.22514 8.0522
975 0.855471 -9.22514 8.0522
976 0.855471 -9.22514 8.0522
977 0.855471 -9.22514 8.0522
978 0.855471 -9.22514 8.0522
979 0.855471 -9.22514 8.0522
980 0.855471 -9.22514 8.0522
981 0.855471 -9.22514 8.0522
982 0.855471 -9.22514 8.0522
983 0.855471 -9.22514 8.0522
984 0.855471 -9.22514 8.0522
985 0.855471 -9.22514 8.0522
986 0.855471 -9.22514 8.0522
987 0.855471 -9.22514 8.0522
988 0.855471 -9.22514 8.0522
989 0.855471 -9.22514 8.0522
990 0.855471 -9.22514 8.0522
991 0.855471 -9.22514 8.0522
992 0.855471 -9.22514 8.0522
993 0.855471 -9.22514 8.0522
994 0.855471 -9.22514 8.0522
995 0.855471 -9.22514 8.0522
996 0.855471 -9.22514 8.0522
997 0.855471 -9.22514 8.0522
998 0.855471 -9.22514 8.0522
999 0.855471 -9.22514 8.0522
1000 0.855471 -9.22514 8.0522
1001 0.855471 -9.22514 8.0522
1002 -0.440565 -3.57895 35.5599
1003 0.855471 -9.22514 8.0522
1004 -1.55562 -3.07469 38.4174
1005 0.855471 -9.22514 8.0522
1006 0.855471 -9.22514 8.0522
1007 0.855471 -9.22514 8.0522
1008 1.7781 -2.03979 28.5616
1009 2.04062 -3.09063 28.0312
1010 2.55136 -3.81222 27.7691
1011 2.25226 -3.46694 27.2038
1012 2.0314 -4.54409 26.1038
1013 1.58269 -5.9277 22.7091
1014 1.42832 -5.61927 22.3709
1015 0.906523 -5.81039 18.1732
1016 1.12744 -5.89932 18.4221
1017 1.68081 -4.82022 14.0764
1018 1.29883 -4.64281 15.0936
1019 2.00329 -4.448 14.498
1020 1.66174 -3.88578 14.4011
1021 2.83193 -3.87306 14.2268
1022 2.62114 -3.99501 14.247
1023 2.99658 -4.17199 14.7256
1024 3.28189 -3.38196 13.9283
1025 3.11501 -3.17721 13.6469
1026 2.9008 -3.42508 13.7914
1027 2.77228 -3.04141 12.797
1028 2.29907 -3.287 12.8566
1029 2.13857 -2.77946 13.2474
1030 2.37229 -3.1574 11.6035
1031 1.76779 -3.24457 11.4329
1032 2.23281 -2.95422 12.6955
1033 2.09247 -2.9444 11.9617
1034 1.77818 -2.44191 12.7825
1035 2.01712 -2.78136 12.9729
1036 1.91791 -2.5304 11.0321
1037 1.57483 -2.4283 12.0428
1038 0.933772 -2.55173 13.026
1039 1.02536 -2.39051 13.1393
1040 0.91702 -2.4888 13.4797
1041 0.696692 -2.57742 13.1197
1042 0.432346 -2.51729 11.7463
1043 0.241736 -2.0081 10.6458
1044 0.120858 -1.61279 11.4588
1045 -0.443835 -1.77601 12.5953
1046 -0.838623 -1.90087 12.181
1047 -0.929791 -1.33809 13.2456
1048 -1.77906 -1.27846 13.6639
1049 -2.38321 0.989285 14.9511
1050 -2.49353 0.896737 15.0297
1051 -1.87894 1.56608 15.5869
1052 -1.62046 1.12527 15.1018
1053 -2.1884 1.85419 13.9619
1054 -4.36304 0.929932 16.1406
1055 -5.2012 0.748964 21.8692
1056 -5.6504 2.56783 24.5606
1057 -6.5784 2.4328 25.3146
1058 -6.31167 2.9475 25.9044
1059 -5.77618 2.70406 26.4166
1060 -5.9644 2.70622 28.3851
1061 -5.2875 1.53793 27.1118
1062 -5.76186 -0.425053 21.965
1063 -6.17398 -0.427134 22.1007
1064 -5.84452 -1.52143 24.3662
1065 -5.82251 -0.857167 28.92
1066 -4.79519 -2.00781 24.3375
1067 -4.68967 -0.75224 24.1839
1068 -3.99646 0.0693387 21.8067
1069 -3.1476 1.15947 24.3544
1070 -3.83831 0.794122 24.9366
1071 -4.41151 0.46404 25.7212
1072 -4.73652 0.816364 24.6238
1073 -5.26992 1.53512 25.7331
1074 -4.93937 1.5506 27.2997
1075 -5.4287 1.19504 28.3034
1076 -5.89562 -0.561552 21.7234
1077 -4.80546 -1.40908 23.5956
1078 -4.32853 -1.25956 25.4953
1079 -2.23749 -2.55184 22.8049
1080 -3.58224 -3.15346 21.28
1081 -3.02034 -1.34791 17.0644
1082 -3.88874 -2.1269 16.2344
1083 -4.36643 0.388226 16.8517
1084 -4.44291 1.73415 18.8255
1085 -5.60896 1.64768 23.4292
1086 -6.00763 1.47772 28.0066
1087 -4.61097 1.46768 31.0055
1088 -4.39881 -1.4537 23.9551
1089 -6.06743 -0.865057 21.3385
1090 -6.74219 -2.04661 30.0967
1091 -7.15732 -3.6434 31.0729
1092 -6.71585 -3.1228 32.3461
1093 -7.24448 -4.45434 34.2454
1094 -7.15686 -3.77266 32.9119
1095 -6.98057 -5.05774 32.4288
1096 -5.32028 -4.93643 29.1668
1097 -4.87065 -4.22137 29.0096
1098 -5.41451 -3.7218 29.8482
1099 -2.99958 -3.96964 30.5005
1100 -2.85098 -4.18408 23.7672
1101 -3.82516 -1.68911 19.1538
1102 -4.00112 -1.18934 18.6839
1103 -3.79555 -0.221079 21.0345
1104 -3.47676 0.450013 18.3682
1105 -1.66871 0.0185176 17.7818
1106 0.104003 -1.0804 17.2973
1107 -1.58454 -1.09445 16.4614
1108 -2.99906 -1.70781 15.3117
1109 -5.3429 -2.5763 13.8156
1110 -5.59067 -5.07675 14.2975
1111 -5.35241 -5.57849 15.6765
1112 -5.19742 -5.60959 17.7065
1113 -8.20324 -6.05182 19.9131
1114 -8.28335 -5.6291 21.842
1115 -7.40706 -5.10263 20.9111
1116 -7.25687 -4.38319 23.1989
1117 -6.02387 -4.11522 23.7667
1118 -4.81753 -4.50469 24.0321
1119 -5.66937 -3.11568 23.7236
1120 -6.72632 -3.02997 20.5396
1121 -6.58833 -2.53054 21.6242
1122 -6.35344 -2.59346 21.3826
1123 -5.7798 -1.40753 22.0299
1124 -5.92708 -0.0893295 21.1297
1125 -6.2492 -0.782817 19.6061
1126 -5.8721 -1.14524 18.1591
1127 -5.8066 -1.2729 17.883
1128 -5.84497 -2.34894 18.3099
1129 -6.74258 -1.68715 21.2546
1130 -6.81218 -1.01737 23.5694
1131 -9.28412 0.57762 22.6618
1132 -8.43228 0.686696 31.2559
1133 -7.14591 0.707248 39.9897
1134 -8.15817 3.02297 50.7031
1135 -4.98476 5.04315 59.7527
1136 -5.34438 5.6288 64.4694
1137 -7.59393 8.91085 59.5604
1138 -7.7492 7.89777 59.4454
1139 0.855471 -9.22514 8.0522
1140 0.855471 -9.22514 8.0522
1141 0.855471 -9.22514 8.0522
1142 0.855471 -9.22514 8.0522
1143 0.855471 -9.22514 8.0522
1144 -7.56154 -6.19825 61.7414
1145 -9.60294 -6.19287 56.4934
1146 -11.4641 -5.51778 51.5367
1147 -7.81773 -4.01705 49.1733
1148 -4.50227 -0.408382 48.4394
1149 -6.90734 0.949604 57.6081
1150 -5.0137 -0.702067 29.7614
1151 -6.90521 -1.60028 29.1881
1152 -7.63454 0.965095 26.4519
1153 -8.15548 1.60655 26.8539
1154 -9.25518 2.28652 29.817
1155 -8.84709 3.86259 29.6056
1156 -6.90029 1.17992 25.4681
1157 -4.28202 1.06234 33.7223
1158 -3.40803 1.16842 34.2065
1159 -4.16905 -0.216906 32.9284
1160 -6.02203 -0.243274 21.7583
1161 -5.96185 -1.5219 15.9123
1162 -4.6712 -3.20768 16.8593
1163 -2.07523 -2.34919 0.604349
1164 1.07008 -3.55895 -2.04083
1165 0.78656 -3.61132 -3.83869
1166 0.665914 -2.16104 -6.387
1167 0.725381 -1.92146 -8.09356
1168 1.4061 -1.1286 -7.40058
1169 1.31314 -1.63016 -7.84957
1170 1.74464 -1.35728 -8.0203
1171 1.8683 -1.00328 -10.4721
1172 1.50513 -1.03898 -10.3803
1173 1.86378 -0.427534 -15.1167
1174 2.92649 -0.236662 -20.5538
1175 2.63843 1.17671 -27.9833
1176 2.15161 2.95307 -39.6992
1177 3.51503 2.32017 -40.6203
1178 4.15426 1.35566 -38.9717
1179 3.117 1.06822 -37.878
1180 3.49731 0.00633638 -30.206
1181 3.29309 -0.494698 -25.4851
1182 1.22707 -3.35763 -18.652
1183 -0.347119 -2.97471 -8.78573
1184 -2.76046 -1.0751 -8.93099
1185 -1.89957 -1.65796 -6.76774
1186 -1.37712 -1.10761 -4.76157
1187 -1.75905 -2.92009 -3.78755
1188 -1.49065 -4.00855 -3.20632
1189 -2.26711 -5.79058 -1.67816
1190 -2.46783 -6.13507 -1.80361
1191 -3.56847 -5.80908 -0.387178
1192 -2.78274 -5.8223 -0.739399
1193 -3.20898 -5.57212 3.7095
1194 -3.16561 -5.30992 5.83244
1195 -3.35806 -6.72274 6.18359
1196 -2.52777 -6.49496 7.87201
1197 -2.60218 -7.76881 12.2004
1198 -2.39771 -7.18096 12.9965
1199 -2.83887 -6.63742 14.498
1200 -1.69481 -7.29083 16.445
1201 -1.80534 -6.82793 17.7229
1202 -2.74837 -6.3108 19.8189
1203 -3.3088 -7.04553 21.9865
1204 -3.86739 -7.50033 22.2293
1205 -3.35147 -7.47505 22.2809
1206 -3.6892 -6.84403 22.3747
1207 -4.3108 -6.27692 22.027
1208 -4.19991 -6.06569 22.0016
1209 -3.4781 -5.97741 21.7797
1210 -1.75265 -7.70867 16.8363
1211 -1.23982 -5.94982 10.1187
1212 -0.848654 -6.84453 -2.00823
1213 -0.265023 -5.60074 -11.4777
1214 -1.7044 -4.94083 -23.3181
1215 0.991803 -1.31236 -37.2403
1216 0.855471 -9.22514 8.0522
1217 2.99613 1.87485 -45.5551
1218 4.24011 2.47108 -47.8195
1219 4.09934 4.08335 -45.9083
1220 5.48413 5.44401 -47.5745
1221 6.1717 5.70326 -49.2855
1222 5.5884 5.28846 -49.3806
1223 5.22748 4.67151 -49.0962
1224 5.91382 4.59304 -49.8494
1225 6.34439 3.66295 -49.3298
1226 6.14901 3.5325 -49.0273
1227 6.75771 4.51156 -49.41
1228 6.6969 5.60917 -46.9339
1229 6.65788 5.0005 -44.3148
1230 5.98527 4.77969 -43.0281
1231 7.57516 4.42186 -41.9676
1232 6.63041 4.09406 -40.3738
1233 5.72566 3.59109 -38.3189
1234 4.4255 3.2358 -36.8915
1235 4.27682 3.66923 -37.0732
1236 5.08696 2.53849 -36.8912
1237 4.88536 3.34633 -36.6177
1238 6.23731 3.29815 -36.4112
1239 5.00252 3.45837 -34.7341
1240 6.06551 2.83808 -31.3908
1241 5.67918 -2.84094 -19.6577
1242 -1.13915 -4.92083 -1.80504
1243 -2.95302 -2.97408 10.9321
1244 -5.92781 -1.8406 13.0629
1245 -6.20624 0.0669016 26.3648
1246 0.855471 -9.22514 8.0522
1247 0.855471 -9.22514 8.0522
1248 0.855471 -9.22514 8.0522
1249 0.855471 -9.22514 8.0522
1250 -5.46382 -4.72089 9.27435
1251 0.855471 -9.22514 8.0522
1252 0.855471 -9.22514 8.0522
1253 0.855471 -9.22514 8.0522
1254 0.855471 -9.22514 8.0522
1255 -5.432 -2.11813 -20.503
1256 -5.09036 -4.42659 -23.8403
1257 0.80027 -5.44111 -34.4506
1258 1.30517 -5.16971 -38.418
1259 1.1418 -4.55864 -38.1781
1260 2.33087 -3.19756 -38.3202
1261 1.80545 -0.539421 -38.5606
1262 1.64388 -1.29215 -38.7503
1263 1.53762 -0.984212 -38.9334
1264 1.30506 -1.89254 -38.3116
1265 2.23968 -2.06696 -38.6552
1266 2.1329 -1.54924 -38.0601
1267 2.78058 -1.27332 -38.7042
1268 2.89784 -0.714308 -39.0129
1269 3.96569 -0.142613 -38.8621
1270 4.00358 0.753439 -38.5334
1271 4.02662 0.358344 -38.4317
1272 4.69497 0.583384 -39.5523
1273 4.28879 -0.0644806 -41.25
1274 3.89911 1.19527 -41.4739
1275 3.64634 2.59489 -43.2046
1276 3.83796 2.75933 -42.7498
1277 3.86599 2.26239 -44.203
1278 3.21734 -0.852074 -44.3376
1279 3.44499 -0.595778 -44.2592
1280 2.79782 -3.21675 -45.1407
1281 2.58367 -3.50233 -44.8519
1282 2.37515 -4.38458 -45.0242
1283 2.42849 -4.37522 -46.7436
1284 1.74159 -3.84446 -45.9356
1285 1.87658 -3.69507 -46.6644
1286 1.52345 -4.22485 -46.5076
1287 1.34507 -4.75108 -45.4396
1288 1.38643 -5.06388 -45.6637
1289 2.47043 -4.34792 -44.7054
1290 1.94477 -4.45953 -45.349
1291 1.87713 -3.89006 -45.3004
1292 1.97243 -4.5139 -42.4043
1293 1.45953 -3.53473 -37.0146
1294 -2.70572 -5.59083 -33.4056
1295 -3.94857 -5.7609 -18.4736
1296 -1.18944 -4.00436 -14.3189
1297 -3.56207 -4.99153 -8.6956
1298 -5.2615 -3.44875 -7.64012
1299 -6.1521 -1.6354 -5.39519
1300 -5.70146 -1.84554 -1.91853
1301 -5.43566 -2.35765 -0.603873
1302 -4.7662 -4.10731 -0.817879
1303 -5.17686 -4.90699 -0.630046
1304 -5.23713 -5.03713 -0.514043
1305 -3.95385 -5.07264 -0.974731
1306 -4.30022 -4.51336 1.39926
1307 -4.10891 -4.4867 3.2051
1308 -4.02673 -4.83637 4.88786
1309 -3.91925 -4.8697 5.62027
1310 -4.95215 -5.45718 6.57411
1311 -4.02921 -4.7113 6.64215
1312 -3.34902 -5.28877 5.86946
1313 -3.79259 -5.62985 5.6837
1314 -2.86121 -5.25738 5.9805
1315 -3.1147 -5.89751 4.44604
1316 -1.8597 -5.84772 1.38958
1317 -2.11367 -5.09671 -6.04738
1318 1.95196 -4.40544 -8.91839
1319 3.62798 0.387475 -16.4057
1320 2.60377 0.311019 -28.0984
1321 3.84388 2.93168 -34.7711
1322 5.97412 2.26069 -39.0656
1323 8.11659 5.87839 -42.0639
1324 7.16624 5.42179 -44.1747
1325 7.07878 5.44556 -43.3613
1326 7.80666 6.49919 -42.4846
1327 6.66856 6.82916 -42.6777
1328 4.70795 5.8521 -42.5784
1329 4.40383 5.88808 -44.0399
1330 4.44238 5.36298 -43.7397
1331 3.11356 4.94689 -43.0067
1332 4.83168 5.58923 -44.303
1333 4.42154 4.84994 -45.6972
1334 5.10992 4.94671 -44.5206
1335 5.04323 6.34268 -44.5919
1336 5.08836 6.169 -43.7185
1337 4.26427 5.01478 -43.2223
1338 4.10079 4.82182 -43.2578
1339 4.71994 5.09485 -43.4984
1340 3.52179 1.45821 -43.3365
1341 2.62346 0.891195 -43.6837
1342 2.01485 0.482175 -43.8782
1343 3.05528 -0.20459 -43.6498
1344 3.27617 -0.655491 -44.3989
1345 3.3882 -0.108447 -44.1248
1346 4.76433 -1.09513 -45.1688
1347 5.75622 -0.81177 -46.1671
1348 3.48216 -0.691012 -46.2218
1349 3.72277 -0.604884 -46.6423
1350 3.45494 -0.12179 -45.7111
1351 3.85682 -0.273759 -45.4561
1352 3.96286 0.0168117 -44.3452
1353 5.12596 0.821714 -44.0219
1354 3.31628 0.969674 -40.4132
1355 0.729988 -1.53321 -33.8164
1356 -1.08586 -4.96523 -28.974
1357 -6.95075 -7.20397 1.91274
1358 -0.384122 -3.72142 -9.50323
1359 -1.14672 -4.05746 -6.17201
1360 -4.89363 -3.47226 4.07525
1361 -5.2299 -3.62075 7.15584
1362 -5.81614 -1.27488 12.8224
1363 -4.96754 -1.6602 16.5811
1364 -1.11458 -1.55567 19.297
1365 -0.910229 0.48958 22.0542
1366 -0.101984 0.00913929 23.1042
1367 -0.60423 0.316176 22.5472
1368 -0.171384 1.319 24.4278
1369 0.333074 3.26683 25.7908
1370 0.356785 0.326877 27.8738
1371 0.795472 0.236337 28.4354
1372 1.3547 0.167433 28.4413
1373 2.12757 -0.187405 28.4796
1374 2.12718 0.088387 28.1915
1375 2.07082 0.934911 28.3497
1376 2.19674 0.548923 29.1211
1377 1.61607 2.20994 29.3848
1378 0.317692 2.82858 31.2042
1379 -0.228102 1.30328 33.2193
1380 -0.690525 0.520641 32.9848
1381 -0.705182 2.49394 33.7323
